ОСЦ;Площадка;ФИО;Операции;Индекс;Вид_операций;Сектор_произ;Норматив, шт;ШК;Кол-во операций;Время по ШР;Выработка, %;Доля ручных операций в выработке, %;Дата;
ОСЦ Нижний Новгород;Нижний Новгород;e3718aca-5030-4c4e-a5ce-6050d444ac79;Прием и исполнение внутренней заявки;SZ 183 000 00 00;Ручные;СИД;43,27976066;-;6;-;13,86;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ОСЦ Нижний Новгород;Нижний Новгород;e3718aca-5030-4c4e-a5ce-6050d444ac79;Принято в СОЗ из СЛ LZ ЦАРС по запросам(с сортировкой);RR 0099 000 00 01;Автоматические;СИД;2952,286282;-;43;-;1,46;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ОСЦ Нижний Новгород;Нижний Новгород;e3718aca-5030-4c4e-a5ce-6050d444ac79;Проведение контрольных процедур по процессу П1311 (запросы);SZ 220 000 00 00;Ручные;СИД;495;-;15;-;3,03;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ОСЦ Нижний Новгород;Нижний Новгород;e3718aca-5030-4c4e-a5ce-6050d444ac79;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;541,6347522;-;42;-;7,75;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ОСЦ Нижний Новгород;Нижний Новгород;e3718aca-5030-4c4e-a5ce-6050d444ac79;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5932,880543;-;90;-;1,52;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ОСЦ Нижний Новгород;Нижний Новгород;6746a2ca-6a40-488b-a51d-5a9c0106c7f7;Принято в СОЗ из СЛ LZ ЦАРС по запросам(с сортировкой);RR 0099 000 00 01;Автоматические;СИД;2952,286282;-;201;-;6,81;0,0;12.03.2026;6746a2ca-6a40-488b-a51d-5a9c0106c7f7
ОСЦ Нижний Новгород;Нижний Новгород;6746a2ca-6a40-488b-a51d-5a9c0106c7f7;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;541,6347522;-;66;-;12,19;0,0;12.03.2026;6746a2ca-6a40-488b-a51d-5a9c0106c7f7
ОСЦ Нижний Новгород;Нижний Новгород;6746a2ca-6a40-488b-a51d-5a9c0106c7f7;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО скелетон);SS 0098 000 00 01;Автоматические;СИД;284,120804;-;45;-;15,84;0,0;12.03.2026;6746a2ca-6a40-488b-a51d-5a9c0106c7f7
ОСЦ Нижний Новгород;Нижний Новгород;6746a2ca-6a40-488b-a51d-5a9c0106c7f7;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5932,880543;-;1 318;8:15:00;22,22;0,0;12.03.2026;6746a2ca-6a40-488b-a51d-5a9c0106c7f7
ОСЦ Нижний Новгород;Нижний Новгород;6746a2ca-6a40-488b-a51d-5a9c0106c7f7;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;4187,226843;-;1 918;-;45,81;0,0;12.03.2026;6746a2ca-6a40-488b-a51d-5a9c0106c7f7
ОСЦ Нижний Новгород;Нижний Новгород;96e3290c-596a-4fd9-9717-2a0b00356cf3;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;62658,22785;-;11 748;-;18,75;0,0;12.03.2026;96e3290c-596a-4fd9-9717-2a0b00356cf3
ОСЦ Нижний Новгород;Нижний Новгород;96e3290c-596a-4fd9-9717-2a0b00356cf3;Сортировка документов входящего потока;TU 020 000 00 00;Ручные;СКД;9413,62916;-;8 300;8:15:00;88,17;100,0;12.03.2026;96e3290c-596a-4fd9-9717-2a0b00356cf3
ОСЦ Нижний Новгород;Нижний Новгород;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;5252,598942;-;19;-;0,36;0,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ОСЦ Нижний Новгород;Нижний Новгород;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Документ/Опись/Сшив присутствовал внутри короба при проведении контроля полноты короба;BF 0038 000 00 01;Автоматические;СЛиУД;12687,22467;-;7 039;-;55,48;0,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ОСЦ Нижний Новгород;Нижний Новгород;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3600;-;2;-;0,06;0,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ОСЦ Нижний Новгород;Нижний Новгород;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Поиск единиц хранения без размещения на хранение   или с неправильным статусом(исправление программных и человеческих ошибок на основании мониторинга отчетов);SL 027 000 00 00;Ручные;СЛиУД;480;-;252;8:00:00;52,50;100,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ОСЦ Нижний Новгород;Нижний Новгород;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Поиск наличия документа в досье(при запросе на документ)-АС ЦАРС(кроме КОД ЮЛ);SZ 073 000 00 01;Ручные;СИД;829,9711816;-;19;-;2,29;100,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ОСЦ Нижний Новгород;Нижний Новгород;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Размещение коробов на хранение в автоматизированном хранилище ЦАРС;RA 0009 000 00 01;Автоматические;СЛиУД;1028,571429;-;9;-;0,88;0,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ОСЦ Нижний Новгород;Нижний Новгород;3b2f7110-4f06-49c0-b8e4-ead165653a56;Анализ и контроль производственных показателей сервиса инструментами Кадриль,Дашборд,контрольные панели;NO 008 001 00 00;Ручные;Непр.;495;-;30;8:15:00;6,06;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ОСЦ Нижний Новгород;Нижний Новгород;3b2f7110-4f06-49c0-b8e4-ead165653a56;Выполнение поручений ЦАС/руководства СЦА.Контроль исполнения  поручений;NO 038 001 00 00;Ручные;Непр.;495;-;34;-;6,87;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ОСЦ Нижний Новгород;Нижний Новгород;3b2f7110-4f06-49c0-b8e4-ead165653a56;Заполнение/обновление Базы знаний(для СЦА г.Н.Новгород);NO 025 003 00 00;Ручные;СПАС;495;-;223;-;45,05;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ОСЦ Нижний Новгород;Нижний Новгород;3b2f7110-4f06-49c0-b8e4-ead165653a56;Изучение нормативной базы,обучение и контроль знаний сотрудников.;NO 003 005 00 00;Ручные;Непр.;495;-;60;-;12,12;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ОСЦ Нижний Новгород;Нижний Новгород;3b2f7110-4f06-49c0-b8e4-ead165653a56;Коммуникации и взаимодействие;NO 041 001 00 00;Ручные;Непр.;495;-;60;-;12,12;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ОСЦ Нижний Новгород;Нижний Новгород;3b2f7110-4f06-49c0-b8e4-ead165653a56;Организация и подготовка обзорных,аналитических и обучающих материалов;NO 032 001 00 00;Ручные;Непр.;495;-;60;-;12,12;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ОСЦ Нижний Новгород;Нижний Новгород;3b2f7110-4f06-49c0-b8e4-ead165653a56;Работа в СЭОДО;NO 003 002 00 00;Ручные;Непр.;495;-;10;-;2,02;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ОСЦ Нижний Новгород;Нижний Новгород;3b2f7110-4f06-49c0-b8e4-ead165653a56;Работа в MS OUTLOOK;NO 003 004 00 00;Ручные;Непр.;495;-;18;-;3,64;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Анализ и принятие в работу обращения;NO 026 013 00 00;Ручные;СПАС;883,4355828;-;14;-;1,58;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Закрытие обращения клиента;ZO 000 000 00 01;Автоматические;Конс-е;381,1187423;-;67;-;17,58;0,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Запрос дополнительной информации у клиента;NO 026 014 00 00;Ручные;СПАС;840,4587504;-;9;-;1,07;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Запрос дополнительной информации у клиента по телефону;NO 026 010 00 00;Ручные;СПАС;815,8640227;-;2;-;0,25;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Исполнение запроса 1-ой линией поддержки;KS 020 000 00 00;Автоматические;СПАС;99,47052668;-;9;-;9,05;0,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Исполнение запроса 1-ой линией поддержки при телефонной консультации;NO 026 011 00 00;Ручные;СПАС;161,4051212;-;60;-;37,17;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Обработка запроса по дополнительной информации у клиента;NO 026 015 00 00;Ручные;СПАС;766,6302872;-;9;-;1,17;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Перенаправление запроса в соответствии с зоной компетенции;NO 026 012 00 00;Ручные;СПАС;126,5377856;-;5;-;3,95;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Подготовка ответа для закрытия обращения по шаблону «Консультация по архивному сервису»;KS 015 000 00 00;Ручные;СПАС;150,2347418;-;2;-;1,33;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Подготовка ответа для закрытия обращения по шаблону «Консультация по передаче действующих досье на хранение»;KS 012 000 00 00;Ручные;СПАС;151,2867251;-;2;-;1,32;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Подготовка ответа для закрытия обращения по шаблону «Консультация по порядку оформления/исполнения запросов в Архив»;KS 013 000 00 00;Ручные;СПАС;170,7172496;-;3;-;1,76;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Предоставление ОС по дефектам в СБОЛпро;KS 023 000 00 00;Автоматические;СПАС;64,23309476;-;5;-;7,78;0,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Прием и анализ телефонного обращения;NO 026 008 00 00;Ручные;СПАС;1469,387755;-;60;8:00:00;4,08;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;ff537e38-349e-42d8-946e-d6fa886c69b2;Регистрация обращения в СберДРУГе;NO 026 009 00 00;Ручные;СПАС;304,0123294;-;60;-;19,74;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ОСЦ Нижний Новгород;Нижний Новгород;8d82977e-b458-4ff6-a426-ec074d7eca5e;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;5416,742659;-;1 231;-;22,73;0,0;12.03.2026;8d82977e-b458-4ff6-a426-ec074d7eca5e
ОСЦ Нижний Новгород;Нижний Новгород;8d82977e-b458-4ff6-a426-ec074d7eca5e;"П1310_Сопровождение наемного персонала/перемещение коробов/паллет // Обеспечение пропускного режима в минутах (""Уничтожение архивных документов"")";SL 116 000 00 00;Ручные;СЛиУД;495;-;15;-;3,03;100,0;12.03.2026;8d82977e-b458-4ff6-a426-ec074d7eca5e
ОСЦ Нижний Новгород;Нижний Новгород;8d82977e-b458-4ff6-a426-ec074d7eca5e;Подбор Сшивов на уничтожение по актам (ОСГ);PD 003 000 03 00;Автоматические;СЛиУД;2048,275862;-;1 228;-;59,95;0,0;12.03.2026;8d82977e-b458-4ff6-a426-ec074d7eca5e
ОСЦ Нижний Новгород;Нижний Новгород;8d82977e-b458-4ff6-a426-ec074d7eca5e;Поиск единиц хранения без размещения на хранение   или с неправильным статусом(исправление программных и человеческих ошибок на основании мониторинга отчетов);SL 027 000 00 00;Ручные;СЛиУД;495;-;80;8:15:00;16,16;100,0;12.03.2026;8d82977e-b458-4ff6-a426-ec074d7eca5e
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;169 Выполнена перерегистрация продуктового документа;PR 169 000 00 00;Автоматические;СКД;764,3017062;-;44;-;5,76;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Опись некорректна оформлена,поскольку все вложенные документы относятся к другому договору;SR 0101 000 00 01;Автоматические;СКД;3248,386744;-;66;-;2,03;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Отмена регистрации Документа/Описи/Сшива;SR 0088 000 00 01;Автоматические;СКД;3439,490446;-;5;-;0,15;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Поиск дополнительных реквизитов для регистрации в АС ЦАРС при некорректной передачи документов по БП;SR 321 000 00 00;Ручные;СКД;418,9057674;-;150;-;35,81;100,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Проект_Сбор статистики об отклонениях,выявленных при регистрации документов вкладов,КБК,ДБО;PR 018 000 00 01;Ручные;Проекты;495,4211079;-;42;8:15:00;8,48;100,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;0;-;2;-;0,00;-;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация БП 239 (VSP/Однолистный документ);RG 0001 239 01 02;Автоматические;СКД;2038,854946;ВСП;19;-;0,93;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация БП 239 (VSP/Опись);RG 0001 239 02 02;Автоматические;СКД;1086,717892;ВСП;45;-;4,14;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 05 (VSP);RG 0001 005 00 02;Автоматические;СКД;1100;ВСП;1;-;0,09;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 07 (REG);RG 0001 007 00 01;Автоматические;СКД;1414,285714;Рег.;16;-;1,13;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 07 (VRUK);RG 0001 007 00 03;Автоматические;СКД;319,2587178;ВРУК;1;-;0,31;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 07 (VSP);RG 0001 007 00 02;Автоматические;СКД;1563,157895;ВСП;712;-;45,55;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 141 (VSP);RG 0001 141 00 02;Автоматические;СКД;2700;ВСП;1;-;0,04;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 148 (VSP);RG 0001 148 00 02;Автоматические;СКД;2284,615385;ВСП;3;-;0,13;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 239 (VRUK);RG 0001 239 00 03;Автоматические;СКД;313,0698768;ВРУК;3;-;0,96;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 268 (REG);RG 0001 268 00 01;Автоматические;СКД;1991,818121;Рег.;1;-;0,05;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 280 (VSP);RG 0001 280 00 02;Автоматические;СКД;2277,956742;ВСП;1;-;0,04;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 292 (VRUK);RG 0001 292 00 03;Автоматические;СКД;375,6830601;ВРУК;2;-;0,53;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 292 (VSP);RG 0001 292 00 02;Автоматические;СКД;3707,402322;ВСП;2;-;0,05;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 323 (REG/Опись);RG 0001 323 02 01;Автоматические;СКД;1414,285714;-;1;-;0,07;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 323 (VSP/Однолистный документ);RG 0001 323 01 02;Автоматические;СКД;3363,914373;ВСП;153;-;4,55;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация по БП 323 (VSP/Опись);RG 0001 323 02 02;Автоматические;СКД;1751,385777;ВСП;7;-;0,40;0,0;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;ba066056-c2ef-4602-a346-719610226b6a;Регистрация FB;BX 0085 000 00 01;Автоматические;СКД;0;-;6;-;0,00;-;12.03.2026;ba066056-c2ef-4602-a346-719610226b6a
ОСЦ Нижний Новгород;Нижний Новгород;421b5c3d-f2b9-4c26-b619-17129d0482bc;Операции по выдаче оригиналов документов (ШК)заказчику-ЦАРС;IZ 004 000 00 00;Автоматические;СИД;295,5665025;-;12;-;4,06;0,0;12.03.2026;421b5c3d-f2b9-4c26-b619-17129d0482bc
ОСЦ Нижний Новгород;Нижний Новгород;421b5c3d-f2b9-4c26-b619-17129d0482bc;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (ОСГ);PD 009 000 03 00;Автоматические;СЛиУД;761,5384615;-;510;-;66,97;0,0;12.03.2026;421b5c3d-f2b9-4c26-b619-17129d0482bc
ОСЦ Нижний Новгород;Нижний Новгород;421b5c3d-f2b9-4c26-b619-17129d0482bc;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;541,6347522;-;24;-;4,43;0,0;12.03.2026;421b5c3d-f2b9-4c26-b619-17129d0482bc
ОСЦ Нижний Новгород;Нижний Новгород;421b5c3d-f2b9-4c26-b619-17129d0482bc;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО скелетон);SS 0098 000 00 01;Автоматические;СИД;284,120804;-;37;-;13,02;0,0;12.03.2026;421b5c3d-f2b9-4c26-b619-17129d0482bc
ОСЦ Нижний Новгород;Нижний Новгород;421b5c3d-f2b9-4c26-b619-17129d0482bc;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5932,880543;-;274;8:15:00;4,62;0,0;12.03.2026;421b5c3d-f2b9-4c26-b619-17129d0482bc
ОСЦ Нижний Новгород;Нижний Новгород;421b5c3d-f2b9-4c26-b619-17129d0482bc;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;4187,226843;-;372;-;8,88;0,0;12.03.2026;421b5c3d-f2b9-4c26-b619-17129d0482bc
ОСЦ Нижний Новгород;Нижний Новгород;5984f7f2-d9fa-48c9-9549-4ad2f338e8de;Разработка ИИ-агента;NO 049 000 00 00;Ручные;Непр.;495;-;495;8:15:00;100,00;100,0;12.03.2026;5984f7f2-d9fa-48c9-9549-4ad2f338e8de
ОСЦ Нижний Новгород;Нижний Новгород;70f58ded-9bf6-4510-8380-ce5ff720f460;Анализ и контроль производственных показателей сервиса инструментами Кадриль,Дашборд,контрольные панели;NO 008 001 00 00;Ручные;Непр.;495;-;30;8:15:00;6,06;100,0;12.03.2026;70f58ded-9bf6-4510-8380-ce5ff720f460
ОСЦ Нижний Новгород;Нижний Новгород;70f58ded-9bf6-4510-8380-ce5ff720f460;Выполнение поручений ЦАС/руководства СЦА.Контроль исполнения  поручений;NO 038 001 00 00;Ручные;Непр.;495;-;160;-;32,32;100,0;12.03.2026;70f58ded-9bf6-4510-8380-ce5ff720f460
ОСЦ Нижний Новгород;Нижний Новгород;70f58ded-9bf6-4510-8380-ce5ff720f460;Заполнение и верификация отчетов;NO 010 002 00 00;Ручные;Непр.;495;-;11;-;2,22;100,0;12.03.2026;70f58ded-9bf6-4510-8380-ce5ff720f460
ОСЦ Нижний Новгород;Нижний Новгород;70f58ded-9bf6-4510-8380-ce5ff720f460;Коммуникации и взаимодействие;NO 041 001 00 00;Ручные;Непр.;495;-;50;-;10,10;100,0;12.03.2026;70f58ded-9bf6-4510-8380-ce5ff720f460
ОСЦ Нижний Новгород;Нижний Новгород;70f58ded-9bf6-4510-8380-ce5ff720f460;Проведение контрольных процедур по процессу П1308_П1309;SR 330 000 00 00;Ручные;СКД;495;-;230;-;46,46;100,0;12.03.2026;70f58ded-9bf6-4510-8380-ce5ff720f460
ОСЦ Нижний Новгород;Нижний Новгород;70f58ded-9bf6-4510-8380-ce5ff720f460;Проект_Коммуникации по телефону;SR 328 000 00 00;Ручные;СКД;96,60641506;-;7;-;7,25;100,0;12.03.2026;70f58ded-9bf6-4510-8380-ce5ff720f460
ОСЦ Нижний Новгород;Нижний Новгород;70f58ded-9bf6-4510-8380-ce5ff720f460;Работа в СЭОДО;NO 003 002 00 00;Ручные;Непр.;495;-;11;-;2,22;100,0;12.03.2026;70f58ded-9bf6-4510-8380-ce5ff720f460
ОСЦ Нижний Новгород;Нижний Новгород;70f58ded-9bf6-4510-8380-ce5ff720f460;Работа в MS OUTLOOK;NO 003 004 00 00;Ручные;Непр.;495;-;10;-;2,02;100,0;12.03.2026;70f58ded-9bf6-4510-8380-ce5ff720f460
ОСЦ Нижний Новгород;Нижний Новгород;f13c0307-f9ac-43fc-846e-36ee309c3019;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;900;-;71;-;7,89;0,0;12.03.2026;f13c0307-f9ac-43fc-846e-36ee309c3019
ОСЦ Нижний Новгород;Нижний Новгород;f13c0307-f9ac-43fc-846e-36ee309c3019;АК изъят с хранения в автоматизированном хранилище;BX 0176 000 00 01;Автоматические;СЛиУД;0;-;76;-;0,00;-;12.03.2026;f13c0307-f9ac-43fc-846e-36ee309c3019
ОСЦ Нижний Новгород;Нижний Новгород;f13c0307-f9ac-43fc-846e-36ee309c3019;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;5252,598942;-;1 500;-;28,56;0,0;12.03.2026;f13c0307-f9ac-43fc-846e-36ee309c3019
ОСЦ Нижний Новгород;Нижний Новгород;f13c0307-f9ac-43fc-846e-36ee309c3019;Изъято/Размещено из/в АЛЦ коробов по запросам;SL 053 000 00 00;Ручные;СЛиУД;993,1034483;-;5;8:00:00;0,50;100,0;12.03.2026;f13c0307-f9ac-43fc-846e-36ee309c3019
ОСЦ Нижний Новгород;Нижний Новгород;f13c0307-f9ac-43fc-846e-36ee309c3019;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (АЛЦ);PD 001 000 01 00;Автоматические;СЛиУД;411,4285714;-;35;-;8,51;0,0;12.03.2026;f13c0307-f9ac-43fc-846e-36ee309c3019
ОСЦ Нижний Новгород;Нижний Новгород;f13c0307-f9ac-43fc-846e-36ee309c3019;Подбор по запросам продуктовых однолистных документов по ШК GUID (АЛЦ);PD 002 000 01 00;Автоматические;СЛиУД;193,2885906;-;6;-;3,10;0,0;12.03.2026;f13c0307-f9ac-43fc-846e-36ee309c3019
ОСЦ Нижний Новгород;Нижний Новгород;f13c0307-f9ac-43fc-846e-36ee309c3019;Подбор Сшивов на уничтожение по актам (АЛЦ);PD 003 000 01 00;Автоматические;СЛиУД;0;-;1 500;-;0,00;-;12.03.2026;f13c0307-f9ac-43fc-846e-36ee309c3019
ОСЦ Нижний Новгород;Нижний Новгород;f13c0307-f9ac-43fc-846e-36ee309c3019;Подбор Сшивов на уничтожение по актам (ОСГ);PD 003 000 03 00;Автоматические;СЛиУД;1986,206897;-;1 375;-;69,23;0,0;12.03.2026;f13c0307-f9ac-43fc-846e-36ee309c3019
ОСЦ Нижний Новгород;Нижний Новгород;f13c0307-f9ac-43fc-846e-36ee309c3019;Размещение коробов на хранение в автоматизированном хранилище ЦАРС;RA 0009 000 00 01;Автоматические;СЛиУД;1028,571429;-;29;-;2,82;0,0;12.03.2026;f13c0307-f9ac-43fc-846e-36ee309c3019
ОСЦ Нижний Новгород;Нижний Новгород;7f115573-65af-4ac4-90bd-2548e81331d8;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;2;-;0,22;0,0;12.03.2026;7f115573-65af-4ac4-90bd-2548e81331d8
ОСЦ Нижний Новгород;Нижний Новгород;7f115573-65af-4ac4-90bd-2548e81331d8;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;2;-;0,29;0,0;12.03.2026;7f115573-65af-4ac4-90bd-2548e81331d8
