;ОСЦ;Площадка;ФИО;Операции;Индекс;Вид_операций;Сектор_произ;Норматив, шт;ШК;Кол-во операций;Время по ШР;Выработка, %;Доля ручных операций в выработке, %;Дата
3252;ОСЦ Новосибирск;Екатеринбург;323d2452-19ba-4e4b-9de2-d4ce44de7bd9;Сборка АК/ФК;SL 096 000 00 00;Ручные;СЛиУД;2475;-;1;08:15:00;0,04040404;100;2026-03-12 00:00:00
3253;ОСЦ Новосибирск;Екатеринбург;323d2452-19ba-4e4b-9de2-d4ce44de7bd9;ФК На доукомплектовании АК;CP 0065 000 00 01;Автоматические;СЛиУД;2121,428571;-;1;-;0,047138047;0;2026-03-12 00:00:00
3254;ОСЦ Новосибирск;Екатеринбург;01e3d78b-cfa6-4559-b6be-c25536004c60;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;127;-;0;-;2026-03-12 00:00:00
3255;ОСЦ Новосибирск;Екатеринбург;01e3d78b-cfa6-4559-b6be-c25536004c60;Документ/Опись/Сшив перемаркирован;CP 0047 000 00 01;Автоматические;СЛиУД;2475;-;3;-;0,121212121;0;2026-03-12 00:00:00
3256;ОСЦ Новосибирск;Екатеринбург;01e3d78b-cfa6-4559-b6be-c25536004c60;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;687,0705809;-;127;-;18,48427273;0;2026-03-12 00:00:00
3257;ОСЦ Новосибирск;Екатеринбург;01e3d78b-cfa6-4559-b6be-c25536004c60;Принято в СОЗ из СЛ LZ ЦАРС по запросам(с сортировкой);RR 0099 000 00 01;Автоматические;СИД;2353,96687;-;115;-;4,88537037;0;2026-03-12 00:00:00
3258;ОСЦ Новосибирск;Екатеринбург;01e3d78b-cfa6-4559-b6be-c25536004c60;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;480,0620686;-;35;08:15:00;7,290723906;0;2026-03-12 00:00:00
3259;ОСЦ Новосибирск;Екатеринбург;01e3d78b-cfa6-4559-b6be-c25536004c60;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО скелетон);SS 0098 000 00 01;Автоматические;СИД;241,6598861;-;102;-;42,20808081;0;2026-03-12 00:00:00
3260;ОСЦ Новосибирск;Екатеринбург;01e3d78b-cfa6-4559-b6be-c25536004c60;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5765,870705;-;277;-;4,804131313;0;2026-03-12 00:00:00
3261;ОСЦ Новосибирск;Екатеринбург;01e3d78b-cfa6-4559-b6be-c25536004c60;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3590,85963;-;968;-;26,95733333;0;2026-03-12 00:00:00
3262;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;2;-;0,215488215;0;2026-03-12 00:00:00
3263;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;13;-;1,882154882;0;2026-03-12 00:00:00
3264;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Добавление ШК во внутреннюю заявку;SZ 184 000 00 00;Ручные;СИД;739,3393244;-;15;-;2,028838384;100;2026-03-12 00:00:00
3265;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;4345,281639;-;14;-;0,322188552;0;2026-03-12 00:00:00
3266;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Закрытие внутренней заявки;SZ 185 000 00 00;Ручные;СИД;395,868044;-;16;-;4,041750842;100;2026-03-12 00:00:00
3267;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Закрытие заявки-ЦАРС;SZ 172 000 00 00;Ручные;СИД;974,8252207;-;4;-;0,410329966;100;2026-03-12 00:00:00
3268;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Передача коробов в логистику по отработанным заявкам;SZ 055 000 00 00;Ручные;СИД;1055,924912;-;26;-;2,462296296;100;2026-03-12 00:00:00
3269;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;203,9008918;-;17;-;8,337383838;0;2026-03-12 00:00:00
3270;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;135,081663;-;1;-;0,740292929;0;2026-03-12 00:00:00
3271;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,853211;-;38;-;30,68148148;100;2026-03-12 00:00:00
3272;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Поиск документов при внесистемном размещении(отсутствует поштучная регистрация,либо находится вне места постоянного хранения)-АС ЦАРС;SZ 069 000 00 01;Ручные;СИД;99,5308311;-;13;-;13,06127946;100;2026-03-12 00:00:00
3273;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Прием и анализ глобальной заявки;ZZ 002 000 00 00;Автоматические;СИД;0;-;2;-;0;-;2026-03-12 00:00:00
3274;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Прием и исполнение внутренней заявки;SZ 183 000 00 00;Ручные;СИД;41,78196567;-;16;-;38,29403367;100;2026-03-12 00:00:00
3275;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;480,0620686;-;12;-;2,499676768;0;2026-03-12 00:00:00
3276;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5765,870705;-;55;-;0,953888889;0;2026-03-12 00:00:00
3277;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3590,85963;-;3;-;0,083545455;0;2026-03-12 00:00:00
3278;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Создание внутренней заявки для исполнения;ZZ 003 000 00 01;Автоматические;СИД;450,4572824;-;2;-;0,443993266;0;2026-03-12 00:00:00
3279;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Создание заявок в АС ЦАРС;PS 000 000 00 03;Автоматические;СИД;965,2258694;-;5;-;0,518013468;0;2026-03-12 00:00:00
3280;ОСЦ Новосибирск;Екатеринбург;1e734b63-e30c-47fd-9d1f-095b7292afbf;Формирование заданий при «Ручном подборе»,заполнение Журналов:учета коробов ОСГ,выдачи оригиналов документов,учета по заявкам в АС ЦАРС(ответы клиентам),по КОД ЮЛ;SZ 026 000 00 01;Ручные;СИД;998,5207101;-;26;08:15:00;2,603851852;100;2026-03-12 00:00:00
3281;ОСЦ Новосибирск;Екатеринбург;98989e19-e102-460b-a8f3-ba056b8a3c7b;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;1;-;0,107744108;0;2026-03-12 00:00:00
3282;ОСЦ Новосибирск;Екатеринбург;98989e19-e102-460b-a8f3-ba056b8a3c7b;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;601;-;0;-;2026-03-12 00:00:00
3283;ОСЦ Новосибирск;Екатеринбург;98989e19-e102-460b-a8f3-ba056b8a3c7b;"П1310_Сопровождение наемного персонала/перемещение коробов/паллет // Обеспечение пропускного режима в минутах (""Уничтожение архивных документов"")";SL 116 000 00 00;Ручные;СЛиУД;495;-;20;08:15:00;4,04040404;100;2026-03-12 00:00:00
3284;ОСЦ Новосибирск;Екатеринбург;98989e19-e102-460b-a8f3-ba056b8a3c7b;"П1311_Сопровождение наемного персонала/перемещение коробов/паллет // Обеспечение пропускного режима в минутах (""Исполнение запросов по документам оперативного и архивного хранения"")";SL 117 000 00 00;Ручные;СЛиУД;495;-;40;-;8,080808081;100;2026-03-12 00:00:00
3285;ОСЦ Новосибирск;Екатеринбург;98989e19-e102-460b-a8f3-ba056b8a3c7b;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;687,0705809;-;601;-;87,47281818;0;2026-03-12 00:00:00
3286;ОСЦ Новосибирск;Екатеринбург;98989e19-e102-460b-a8f3-ba056b8a3c7b;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО скелетон);SS 0098 000 00 01;Автоматические;СИД;241,6598861;-;15;-;6,207070707;0;2026-03-12 00:00:00
3287;ОСЦ Новосибирск;Екатеринбург;98989e19-e102-460b-a8f3-ba056b8a3c7b;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5765,870705;-;15;-;0,260151515;0;2026-03-12 00:00:00
3288;ОСЦ Новосибирск;Екатеринбург;98989e19-e102-460b-a8f3-ba056b8a3c7b;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3590,85963;-;133;-;3,703848485;0;2026-03-12 00:00:00
3289;ОСЦ Новосибирск;Екатеринбург;1dc3bd62-3b18-4725-94c7-797469e69cd3;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;257;-;0;-;2026-03-12 00:00:00
3290;ОСЦ Новосибирск;Екатеринбург;1dc3bd62-3b18-4725-94c7-797469e69cd3;Документ/Опись/Сшив перемаркирован;CP 0047 000 00 01;Автоматические;СЛиУД;2475;-;1;-;0,04040404;0;2026-03-12 00:00:00
3291;ОСЦ Новосибирск;Екатеринбург;1dc3bd62-3b18-4725-94c7-797469e69cd3;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3707,865169;-;1;-;0,026969697;0;2026-03-12 00:00:00
3292;ОСЦ Новосибирск;Екатеринбург;1dc3bd62-3b18-4725-94c7-797469e69cd3;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;203,9008918;-;92;-;45,1199596;0;2026-03-12 00:00:00
3293;ОСЦ Новосибирск;Екатеринбург;1dc3bd62-3b18-4725-94c7-797469e69cd3;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;135,081663;-;17;-;12,5849798;0;2026-03-12 00:00:00
3294;ОСЦ Новосибирск;Екатеринбург;1dc3bd62-3b18-4725-94c7-797469e69cd3;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (Мезонин);PD 004 000 02 00;Автоматические;СЛиУД;453,2206131;-;257;-;56,70527609;0;2026-03-12 00:00:00
3295;ОСЦ Новосибирск;Екатеринбург;1dc3bd62-3b18-4725-94c7-797469e69cd3;Сборка АК/ФК;SL 096 000 00 00;Ручные;СЛиУД;2475;-;1;08:15:00;0,04040404;100;2026-03-12 00:00:00
3296;ОСЦ Новосибирск;Екатеринбург;733a6108-6630-431b-b4e1-94472a2c8478;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;2;08:15:00;0,215488215;0;2026-03-12 00:00:00
3297;ОСЦ Новосибирск;Екатеринбург;733a6108-6630-431b-b4e1-94472a2c8478;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;864;-;0;-;2026-03-12 00:00:00
3298;ОСЦ Новосибирск;Екатеринбург;733a6108-6630-431b-b4e1-94472a2c8478;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;687,0705809;-;864;-;125,7512727;0;2026-03-12 00:00:00
3299;ОСЦ Новосибирск;Екатеринбург;42e711cc-b422-492d-a932-d691cd47c770;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;708;08:15:00;0;-;2026-03-12 00:00:00
3300;ОСЦ Новосибирск;Екатеринбург;42e711cc-b422-492d-a932-d691cd47c770;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;687,0705809;-;708;-;103,0461818;0;2026-03-12 00:00:00
3301;ОСЦ Новосибирск;Екатеринбург;23be3957-5d71-4f86-9c22-e28240d9d8cd;Закрытие заявки-ЦАРС;SZ 172 000 00 00;Ручные;СИД;974,8252207;-;7;08:15:00;0,718077441;100;2026-03-12 00:00:00
3302;ОСЦ Новосибирск;Екатеринбург;23be3957-5d71-4f86-9c22-e28240d9d8cd;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;203,9008918;-;2;-;0,980868687;0;2026-03-12 00:00:00
3303;ОСЦ Новосибирск;Екатеринбург;23be3957-5d71-4f86-9c22-e28240d9d8cd;Подтверждение заявки в АС ЦАРС;DC 000 000 00 01;Автоматические;СИД;1142,307692;-;13;-;1,138047138;0;2026-03-12 00:00:00
3304;ОСЦ Новосибирск;Екатеринбург;23be3957-5d71-4f86-9c22-e28240d9d8cd;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,853211;-;6;-;4,844444444;100;2026-03-12 00:00:00
3305;ОСЦ Новосибирск;Екатеринбург;23be3957-5d71-4f86-9c22-e28240d9d8cd;Принято в СОЗ из СЛ LZ ЦАРС по запросам(с сортировкой);RR 0099 000 00 01;Автоматические;СИД;2353,96687;-;155;-;6,58462963;0;2026-03-12 00:00:00
3306;ОСЦ Новосибирск;Екатеринбург;23be3957-5d71-4f86-9c22-e28240d9d8cd;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;480,0620686;-;69;-;14,37314141;0;2026-03-12 00:00:00
3307;ОСЦ Новосибирск;Екатеринбург;23be3957-5d71-4f86-9c22-e28240d9d8cd;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО скелетон);SS 0098 000 00 01;Автоматические;СИД;241,6598861;-;76;-;31,44915825;0;2026-03-12 00:00:00
3308;ОСЦ Новосибирск;Екатеринбург;23be3957-5d71-4f86-9c22-e28240d9d8cd;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5765,870705;-;781;-;13,54522222;0;2026-03-12 00:00:00
3309;ОСЦ Новосибирск;Екатеринбург;23be3957-5d71-4f86-9c22-e28240d9d8cd;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3590,85963;-;1090;-;30,35484848;0;2026-03-12 00:00:00
3310;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Анализ и контроль производственных показателей сервиса инструментами Кадриль,Дашборд,контрольные панели;NO 008 001 00 00;Ручные;Непр.;495;-;20;08:15:00;4,04040404;100;2026-03-12 00:00:00
3311;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Анализ операций и производительности сотрудников в Кадрили;NO 008 002 00 00;Ручные;Непр.;495;-;15;-;3,03030303;100;2026-03-12 00:00:00
3312;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Ведение и подготовка табеля.Консультирование сотрудников по работе в АС ПУЛЬС;NO 006 009 00 00;Ручные;Непр.;495;-;10;-;2,02020202;100;2026-03-12 00:00:00
3313;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Вовлеченность сотрудников,анализ климата в коллективе и организация командообразующих мероприятий;NO 035 001 00 00;Ручные;Непр.;495;-;20;-;4,04040404;100;2026-03-12 00:00:00
3314;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Выполнение поручений ЦАС/руководства СЦА.Контроль исполнения  поручений;NO 038 001 00 00;Ручные;Непр.;495;-;60;-;12,12121212;100;2026-03-12 00:00:00
3315;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Заполнение и верификация отчетов;NO 010 002 00 00;Ручные;Непр.;495;-;20;-;4,04040404;100;2026-03-12 00:00:00
3316;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Коммуникации и взаимодействие;NO 041 001 00 00;Ручные;Непр.;495;-;175;-;35,35353535;100;2026-03-12 00:00:00
3317;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Подготовка/участие в подготовке договора,внесение изменения в договор,контроль за выполнением условий договора,претензионная работа с контрагентом;NO 001 006 00 00;Ручные;Непр.;495;-;30;-;6,060606061;100;2026-03-12 00:00:00
3318;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Работа в СЭОДО;NO 003 002 00 00;Ручные;Непр.;495;-;10;-;2,02020202;100;2026-03-12 00:00:00
3319;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Работа в MS OUTLOOK;NO 003 004 00 00;Ручные;Непр.;495;-;60;-;12,12121212;100;2026-03-12 00:00:00
3320;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Работа по направлениям ПБ,ОТ,ЭБ и ГО;NO 037 001 00 00;Ручные;Непр.;495;-;30;-;6,060606061;100;2026-03-12 00:00:00
3321;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Работа с заявками СберДруг,Курс,САП,САП УВХД и др.ПО;NO 031 001 00 00;Ручные;Непр.;495;-;10;-;2,02020202;100;2026-03-12 00:00:00
3322;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Работа с отклонениями/дефектами в процессе(разбор кейсов и принятие мер);NO 008 003 00 00;Ручные;Непр.;495;-;20;-;4,04040404;100;2026-03-12 00:00:00
3323;ОСЦ Новосибирск;Екатеринбург;b622bd40-da8b-407e-96ab-971b9fe7b705;Разработка/актуализация ОРД,СОП,СЗ;NO 003 001 00 00;Ручные;Непр.;495;-;15;-;3,03030303;100;2026-03-12 00:00:00
3324;ОСЦ Новосибирск;Екатеринбург;3b458800-4ad6-43d6-b625-5f7d715fd484;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;722;08:15:00;0;-;2026-03-12 00:00:00
3325;ОСЦ Новосибирск;Екатеринбург;3b458800-4ad6-43d6-b625-5f7d715fd484;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;687,0705809;-;722;-;105,0838182;0;2026-03-12 00:00:00
3326;ОСЦ Новосибирск;Екатеринбург;fe996e44-36fc-4ffa-8d8c-763e240bd5ff;Анализ и контроль производственных показателей сервиса инструментами Кадриль,Дашборд,контрольные панели;NO 008 001 00 00;Ручные;Непр.;495;-;30;08:15:00;6,060606061;100;2026-03-12 00:00:00
3327;ОСЦ Новосибирск;Екатеринбург;fe996e44-36fc-4ffa-8d8c-763e240bd5ff;Анализ операций и производительности сотрудников в Кадрили;NO 008 002 00 00;Ручные;Непр.;495;-;30;-;6,060606061;100;2026-03-12 00:00:00
3328;ОСЦ Новосибирск;Екатеринбург;fe996e44-36fc-4ffa-8d8c-763e240bd5ff;Ведение и подготовка табеля.Консультирование сотрудников по работе в АС ПУЛЬС;NO 006 009 00 00;Ручные;Непр.;495;-;20;-;4,04040404;100;2026-03-12 00:00:00
3329;ОСЦ Новосибирск;Екатеринбург;fe996e44-36fc-4ffa-8d8c-763e240bd5ff;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;178;-;0;-;2026-03-12 00:00:00
3330;ОСЦ Новосибирск;Екатеринбург;fe996e44-36fc-4ffa-8d8c-763e240bd5ff;Коммуникации и взаимодействие;NO 041 001 00 00;Ручные;Непр.;495;-;100;-;20,2020202;100;2026-03-12 00:00:00
3331;ОСЦ Новосибирск;Екатеринбург;fe996e44-36fc-4ffa-8d8c-763e240bd5ff;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (Мезонин);PD 004 000 02 00;Автоматические;СЛиУД;453,2206131;-;178;-;39,27447138;0;2026-03-12 00:00:00
3332;ОСЦ Новосибирск;Екатеринбург;fe996e44-36fc-4ffa-8d8c-763e240bd5ff;Проведение контрольных процедур по процессу П1311 (запросы);SZ 220 000 00 00;Ручные;СИД;495;-;61;-;12,32323232;100;2026-03-12 00:00:00
3333;ОСЦ Новосибирск;Екатеринбург;fe996e44-36fc-4ffa-8d8c-763e240bd5ff;Работа в MS OUTLOOK;NO 003 004 00 00;Ручные;Непр.;495;-;60;-;12,12121212;100;2026-03-12 00:00:00
3334;ОСЦ Новосибирск;Екатеринбург;817882d9-523e-4479-9771-65714bfc526c;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;14;-;1,508417508;0;2026-03-12 00:00:00
3335;ОСЦ Новосибирск;Екатеринбург;817882d9-523e-4479-9771-65714bfc526c;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3707,865169;-;4290;-;115,7;0;2026-03-12 00:00:00
3336;ОСЦ Новосибирск;Екатеринбург;817882d9-523e-4479-9771-65714bfc526c;Доукомплектование Сшива в архивный/файловый короб;CP 0030 000 00 04;Автоматические;СЛиУД;3933,774834;-;71;-;1,804882155;0;2026-03-12 00:00:00
3337;ОСЦ Новосибирск;Екатеринбург;817882d9-523e-4479-9771-65714bfc526c;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;203,9008918;-;7;-;3,433040404;0;2026-03-12 00:00:00
3338;ОСЦ Новосибирск;Екатеринбург;817882d9-523e-4479-9771-65714bfc526c;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;135,081663;-;6;-;4,441757576;0;2026-03-12 00:00:00
3339;ОСЦ Новосибирск;Екатеринбург;817882d9-523e-4479-9771-65714bfc526c;Сборка АК/ФК;SL 096 000 00 00;Ручные;СЛиУД;2475;-;27;08:15:00;1,090909091;100;2026-03-12 00:00:00
3340;ОСЦ Новосибирск;Екатеринбург;817882d9-523e-4479-9771-65714bfc526c;ФК На доукомплектовании АК;CP 0065 000 00 01;Автоматические;СЛиУД;2121,428571;-;28;-;1,31986532;0;2026-03-12 00:00:00
3341;ОСЦ Новосибирск;Екатеринбург;f346b671-a5f4-48ce-9715-3793869a4e0f;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;762;08:15:00;0;-;2026-03-12 00:00:00
3342;ОСЦ Новосибирск;Екатеринбург;f346b671-a5f4-48ce-9715-3793869a4e0f;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;687,0705809;-;762;-;110,9056364;0;2026-03-12 00:00:00
3343;ОСЦ Новосибирск;Екатеринбург;0628b736-2d72-4d1c-8543-23ae6c765686;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;787;08:15:00;0;-;2026-03-12 00:00:00
3344;ОСЦ Новосибирск;Екатеринбург;0628b736-2d72-4d1c-8543-23ae6c765686;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;687,0705809;-;787;-;114,5442727;0;2026-03-12 00:00:00
3345;ОСЦ Новосибирск;Екатеринбург;82b375c3-6092-4c5a-972a-071c817364f8;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;251;-;0;-;2026-03-12 00:00:00
3346;ОСЦ Новосибирск;Екатеринбург;82b375c3-6092-4c5a-972a-071c817364f8;Перекартонирование полупустых АК;SL 014 000 00 00;Ручные;СЛиУД;183,3322017;-;25;-;13,63644781;100;2026-03-12 00:00:00
3347;ОСЦ Новосибирск;Екатеринбург;82b375c3-6092-4c5a-972a-071c817364f8;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;203,9008918;-;58;-;28,44519192;0;2026-03-12 00:00:00
3348;ОСЦ Новосибирск;Екатеринбург;82b375c3-6092-4c5a-972a-071c817364f8;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;135,081663;-;5;-;3,701464646;0;2026-03-12 00:00:00
3349;ОСЦ Новосибирск;Екатеринбург;82b375c3-6092-4c5a-972a-071c817364f8;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (Мезонин);PD 004 000 02 00;Автоматические;СЛиУД;453,2206131;-;251;-;55,38141751;0;2026-03-12 00:00:00
3350;ОСЦ Новосибирск;Екатеринбург;82b375c3-6092-4c5a-972a-071c817364f8;Сборка АК/ФК;SL 096 000 00 00;Ручные;СЛиУД;2475;-;1;08:15:00;0,04040404;100;2026-03-12 00:00:00
3351;ОСЦ Новосибирск;Екатеринбург;4ca885b1-bd82-467e-9569-7c2033d041c1;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;103;-;11,0976431;0;2026-03-12 00:00:00
3352;ОСЦ Новосибирск;Екатеринбург;4ca885b1-bd82-467e-9569-7c2033d041c1;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;52;-;0;-;2026-03-12 00:00:00
3353;ОСЦ Новосибирск;Екатеринбург;4ca885b1-bd82-467e-9569-7c2033d041c1;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3707,865169;-;980;-;26,43030303;0;2026-03-12 00:00:00
3354;ОСЦ Новосибирск;Екатеринбург;4ca885b1-bd82-467e-9569-7c2033d041c1;Перекартонирование полупустых АК;SL 014 000 00 00;Ручные;СЛиУД;183,3322017;-;103;08:15:00;56,18216498;100;2026-03-12 00:00:00
3355;ОСЦ Новосибирск;Екатеринбург;4ca885b1-bd82-467e-9569-7c2033d041c1;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;687,0705809;-;52;-;7,568363636;0;2026-03-12 00:00:00
3356;ОСЦ Новосибирск;Екатеринбург;4ca885b1-bd82-467e-9569-7c2033d041c1;ФК На доукомплектовании АК;CP 0065 000 00 01;Автоматические;СЛиУД;2121,428571;-;14;-;0,65993266;0;2026-03-12 00:00:00
3357;ОСЦ Новосибирск;Екатеринбург;b7dfa93f-10c3-489f-8ff2-984f0c5d9983;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;1005;-;108,2828283;0;2026-03-12 00:00:00
