ÎÑÖ;Ïëîùàäêà;ÔÈÎ;Îïåðàöèè;Èíäåêñ;Âèä_îïåðàöèé;Ñåêòîð_ïðîèç;Íîðìàòèâ, øò;ØÊ;Êîë-âî îïåðàöèé;Âðåìÿ ïî ØÐ;Âûðàáîòêà, %;Äîëÿ ðó÷íûõ îïåðàöèé â âûðàáîòêå, %;Äàòà;
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;bc831a0d-1b95-43e2-8b05-129e1e1eec1b;Ïðåäîñòàâëåíèå ÎÑ ïî äåôåêòàì â ÑÁÎËïðî;KS 023 000 00 00;Àâòîìàòè÷åñêèå;ÑÏÀÑ;64,23309476;-;4;-;6,23;0,0;12.03.2026;bc831a0d-1b95-43e2-8b05-129e1e1eec1b
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;bc831a0d-1b95-43e2-8b05-129e1e1eec1b;Ïðèåì è àíàëèç òåëåôîííîãî îáðàùåíèÿ;NO 026 008 00 00;Ðó÷íûå;ÑÏÀÑ;1469,387755;-;19;8:00:00;1,29;100,0;12.03.2026;bc831a0d-1b95-43e2-8b05-129e1e1eec1b
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;bc831a0d-1b95-43e2-8b05-129e1e1eec1b;Ðåãèñòðàöèÿ îáðàùåíèÿ â ÑáåðÄÐÓÃå;NO 026 009 00 00;Ðó÷íûå;ÑÏÀÑ;304,0123294;-;19;-;6,25;100,0;12.03.2026;bc831a0d-1b95-43e2-8b05-129e1e1eec1b
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;aaf14cad-f5f9-4a03-87e5-fe059bcfea28;Äîêóìåíò âêëþ÷åí â TD-ðååñòð íà óíè÷òîæåíèå;TD 193 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;5416,742659;-;552;-;10,19;0,0;12.03.2026;aaf14cad-f5f9-4a03-87e5-fe059bcfea28
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;aaf14cad-f5f9-4a03-87e5-fe059bcfea28;"Ï1310_Ñîïðîâîæäåíèå íàåìíîãî ïåðñîíàëà/ïåðåìåùåíèå êîðîáîâ/ïàëëåò // Îáåñïå÷åíèå ïðîïóñêíîãî ðåæèìà â ìèíóòàõ (""Óíè÷òîæåíèå àðõèâíûõ äîêóìåíòîâ"")";SL 116 000 00 00;Ðó÷íûå;ÑËèÓÄ;495;-;15;8:15:00;3,03;100,0;12.03.2026;aaf14cad-f5f9-4a03-87e5-fe059bcfea28
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;aaf14cad-f5f9-4a03-87e5-fe059bcfea28;Ïîäáîð ïðîäóêòîâûõ äîêóìåíòîâ íà óíè÷òîæåíèå ïî àêòàì ïî ÊÁÏ: 04 (ÀËÖ);PD 007 000 01 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;724,3902439;-;468;-;64,61;0,0;12.03.2026;aaf14cad-f5f9-4a03-87e5-fe059bcfea28
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;aaf14cad-f5f9-4a03-87e5-fe059bcfea28;Ïîèñê íàëè÷èÿ äîêóìåíòà â äîñüå(ïðè çàïðîñå íà äîêóìåíò)-ÀÑ ÖÀÐÑ(êðîìå ÊÎÄ ÞË);SZ 073 000 00 01;Ðó÷íûå;ÑÈÄ;855,907781;-;240;-;28,04;100,0;12.03.2026;aaf14cad-f5f9-4a03-87e5-fe059bcfea28
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;54aae1e9-5b77-494b-a5b3-55ad3a9d9696;Èçúÿòèå äîêóìåíòà èç îïèñè ïðè âûäà÷å îðèãèíàëîâ ÀÑ ÖÀÐÑ;BX 0089 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;451,5599343;-;2;-;0,44;0,0;12.03.2026;54aae1e9-5b77-494b-a5b3-55ad3a9d9696
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;54aae1e9-5b77-494b-a5b3-55ad3a9d9696;Îïåðàöèè ïî âûäà÷å îðèãèíàëîâ äîêóìåíòîâ (ØÊ)çàêàç÷èêó-ÖÀÐÑ;IZ 004 000 00 00;Àâòîìàòè÷åñêèå;ÑÈÄ;295,5665025;-;59;-;19,96;0,0;12.03.2026;54aae1e9-5b77-494b-a5b3-55ad3a9d9696
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;54aae1e9-5b77-494b-a5b3-55ad3a9d9696;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ äîêóìåíòîâ/ñøèâîâ êðîìå îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (ÀËÖ);PD 001 000 01 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;424,2857143;-;5;-;1,18;0,0;12.03.2026;54aae1e9-5b77-494b-a5b3-55ad3a9d9696
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;54aae1e9-5b77-494b-a5b3-55ad3a9d9696;Ïîäòâåðæäåíèå çàÿâêè â ÀÑ ÖÀÐÑ;DC 000 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;1485;-;17;-;1,14;0,0;12.03.2026;54aae1e9-5b77-494b-a5b3-55ad3a9d9696
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;54aae1e9-5b77-494b-a5b3-55ad3a9d9696;Ïðèåì è àíàëèç ãëîáàëüíîé çàÿâêè;ZZ 002 000 00 00;Àâòîìàòè÷åñêèå;ÑÈÄ;301,5228426;-;260;-;86,23;0,0;12.03.2026;54aae1e9-5b77-494b-a5b3-55ad3a9d9696
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;54aae1e9-5b77-494b-a5b3-55ad3a9d9696;Ðàçìåùåíèå ÝÃÎ äîêóìåíòîâ/äîñüå â ÅÑÌ ïî çàïðîñó(Ïðèêðåïëåíèå ÝÃÎ îáùèì òîìîì);SS 0097 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;541,6347522;-;2;-;0,37;0,0;12.03.2026;54aae1e9-5b77-494b-a5b3-55ad3a9d9696
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;54aae1e9-5b77-494b-a5b3-55ad3a9d9696;Ñêàíèðîâàíèå îáùèì òîìîì;SC 000 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;5932,880543;-;18;8:15:00;0,30;0,0;12.03.2026;54aae1e9-5b77-494b-a5b3-55ad3a9d9696
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;54aae1e9-5b77-494b-a5b3-55ad3a9d9696;Ñîçäàíèå âíóòðåííåé çàÿâêè äëÿ èñïîëíåíèÿ;ZZ 003 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;592,5187032;-;279;-;47,09;0,0;12.03.2026;54aae1e9-5b77-494b-a5b3-55ad3a9d9696
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;54aae1e9-5b77-494b-a5b3-55ad3a9d9696;Ñîçäàíèå çàÿâîê â ÀÑ ÖÀÐÑ;PS 000 000 00 03;Àâòîìàòè÷åñêèå;ÑÈÄ;989,0439242;-;5;-;0,51;0,0;12.03.2026;54aae1e9-5b77-494b-a5b3-55ad3a9d9696
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;928,125;-;31;-;3,34;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;ÀÊ ðàçìåùåí íà õðàíåíèå;BX 0010 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;690,6976744;-;42;-;6,08;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Äîáàâëåíèå ØÊ âî âíóòðåííþþ çàÿâêó;SZ 184 000 00 00;Ðó÷íûå;ÑÈÄ;837,9888268;-;4;-;0,48;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Äîóêîìïëåêòîâàíèå äîêóìåíòà â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;3712,5;-;45;-;1,21;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Äîóêîìïëåêòîâàíèå äîêóìåíòà ÇÄ â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 03;Àâòîìàòè÷åñêèå;ÑËèÓÄ;5053,598775;-;15;-;0,30;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Çàêðûòèå âíóòðåííåé çàÿâêè;SZ 185 000 00 00;Ðó÷íûå;ÑÈÄ;367,1244391;-;4;-;1,09;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Îïëîìáèðîâêà ÀÊ;SR 283 000 00 00;Ðó÷íûå;ÑÊÄ;990;-;55;8:15:00;5,56;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïåðåäà÷à êîðîáîâ â ëîãèñòèêó ïî îòðàáîòàííûì çàÿâêàì;SZ 055 000 00 00;Ðó÷íûå;ÑÈÄ;676,5838212;-;89;-;13,15;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïåðåêàðòîíèðîâàíèå ïîâðåæäåííûõ àðõèâíûõ êîðîáîâ;SL 077 000 00 00;Ðó÷íûå;ÑËèÓÄ;412,5;-;4;-;0,97;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïåðåìàðêèðîâêà ÅÕ èñò.ôîíäà ÄÂÀ;CP 0047 000 00 02;Àâòîìàòè÷åñêèå;ÑÊÄ;469,6914586;-;7;-;1,49;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïåðåíîñ ñðîêîâ èñïîëíåíèÿ çàïðîñîâ â ÀÑ ÖÀÐÑ;SZ 188 000 00 00;Ðó÷íûå;ÑÈÄ;1677,966102;-;4;-;0,24;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ äîêóìåíòîâ/ñøèâîâ êðîìå îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (ÎÑÃ);PD 001 000 03 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;233,3273103;-;38;-;16,29;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (ÎÑÃ);PD 002 000 03 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;107,0949503;-;8;-;7,47;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïîèñê äîêóìåíòà(âñå âèäû äîêóìåíòîâ)â ÀÊ ïî çàÿâêå â ÀÑ ÖÀÐC,â òîì ÷èñëå ñøèâû ÄÄ;SZ 060 000 00 01;Ðó÷íûå;ÑÈÄ;126,0434659;-;26;-;20,63;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïîèñê íåîáõîäèìîãî ÀÊ â ïàðòèè äëÿ àóòñîðñèíãîâîé ïëîùàäêè ÎÑÃ;SL 092 000 00 00;Ðó÷íûå;ÑËèÓÄ;618,75;-;33;-;5,33;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïðèåì è èñïîëíåíèå âíóòðåííåé çàÿâêè;SZ 183 000 00 00;Ðó÷íûå;ÑÈÄ;43,27976066;-;6;-;13,86;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïðèíÿòî â ÑÎÇ èç ÑË LZ ÖÀÐÑ ïî çàïðîñàì(ñ ñîðòèðîâêîé);RR 0099 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;2952,286282;-;43;-;1,46;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ïðîâåäåíèå êîíòðîëüíûõ ïðîöåäóð ïî ïðîöåññó Ï1311 (çàïðîñû);SZ 220 000 00 00;Ðó÷íûå;ÑÈÄ;495;-;15;-;3,03;100,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ðàçìåùåíèå ÝÃÎ äîêóìåíòîâ/äîñüå â ÅÑÌ ïî çàïðîñó(Ïðèêðåïëåíèå ÝÃÎ îáùèì òîìîì);SS 0097 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;541,6347522;-;42;-;7,75;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;e3718aca-5030-4c4e-a5ce-6050d444ac79;Ñêàíèðîâàíèå îáùèì òîìîì;SC 000 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;5932,880543;-;90;-;1,52;0,0;12.03.2026;e3718aca-5030-4c4e-a5ce-6050d444ac79
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;6746a2ca-6a40-488b-a51d-5a9c0106c7f7;Ïðèíÿòî â ÑÎÇ èç ÑË LZ ÖÀÐÑ ïî çàïðîñàì(ñ ñîðòèðîâêîé);RR 0099 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;2952,286282;-;201;-;6,81;0,0;12.03.2026;6746a2ca-6a40-488b-a51d-5a9c0106c7f7
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;6746a2ca-6a40-488b-a51d-5a9c0106c7f7;Ðàçìåùåíèå ÝÃÎ äîêóìåíòîâ/äîñüå â ÅÑÌ ïî çàïðîñó(Ïðèêðåïëåíèå ÝÃÎ îáùèì òîìîì);SS 0097 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;541,6347522;-;66;-;12,19;0,0;12.03.2026;6746a2ca-6a40-488b-a51d-5a9c0106c7f7
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;6746a2ca-6a40-488b-a51d-5a9c0106c7f7;Ðàçìåùåíèå ÝÃÎ äîêóìåíòîâ/äîñüå â ÅÑÌ ïî çàïðîñó(Ïðèêðåïëåíèå ÝÃÎ ñêåëåòîí);SS 0098 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;284,120804;-;45;-;15,84;0,0;12.03.2026;6746a2ca-6a40-488b-a51d-5a9c0106c7f7
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;6746a2ca-6a40-488b-a51d-5a9c0106c7f7;Ñêàíèðîâàíèå îáùèì òîìîì;SC 000 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;5932,880543;-;1 318;8:15:00;22,22;0,0;12.03.2026;6746a2ca-6a40-488b-a51d-5a9c0106c7f7
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;6746a2ca-6a40-488b-a51d-5a9c0106c7f7;Ñêàíèðîâàíèå ñêåëåòîí;SC 000 000 00 02;Àâòîìàòè÷åñêèå;ÑÈÄ;4187,226843;-;1 918;-;45,81;0,0;12.03.2026;6746a2ca-6a40-488b-a51d-5a9c0106c7f7
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;96e3290c-596a-4fd9-9717-2a0b00356cf3;Ïðèåì ÒÓ â ÀÑ ÖÀÐÑ;TU 010 000 00 00;Àâòîìàòè÷åñêèå;ÑÊÄ;62658,22785;-;11 748;-;18,75;0,0;12.03.2026;96e3290c-596a-4fd9-9717-2a0b00356cf3
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;96e3290c-596a-4fd9-9717-2a0b00356cf3;Ñîðòèðîâêà äîêóìåíòîâ âõîäÿùåãî ïîòîêà;TU 020 000 00 00;Ðó÷íûå;ÑÊÄ;9413,62916;-;8 300;8:15:00;88,17;100,0;12.03.2026;96e3290c-596a-4fd9-9717-2a0b00356cf3
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Äîêóìåíò âêëþ÷åí â TD-ðååñòð íà óíè÷òîæåíèå;TD 193 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;5252,598942;-;19;-;0,36;0,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Äîêóìåíò/Îïèñü/Ñøèâ ïðèñóòñòâîâàë âíóòðè êîðîáà ïðè ïðîâåäåíèè êîíòðîëÿ ïîëíîòû êîðîáà;BF 0038 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;12687,22467;-;7 039;-;55,48;0,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Äîóêîìïëåêòîâàíèå äîêóìåíòà â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;3600;-;2;-;0,06;0,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Ïîèñê åäèíèö õðàíåíèÿ áåç ðàçìåùåíèÿ íà õðàíåíèå   èëè ñ íåïðàâèëüíûì ñòàòóñîì(èñïðàâëåíèå ïðîãðàììíûõ è ÷åëîâå÷åñêèõ îøèáîê íà îñíîâàíèè ìîíèòîðèíãà îò÷åòîâ);SL 027 000 00 00;Ðó÷íûå;ÑËèÓÄ;480;-;252;8:00:00;52,50;100,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Ïîèñê íàëè÷èÿ äîêóìåíòà â äîñüå(ïðè çàïðîñå íà äîêóìåíò)-ÀÑ ÖÀÐÑ(êðîìå ÊÎÄ ÞË);SZ 073 000 00 01;Ðó÷íûå;ÑÈÄ;829,9711816;-;19;-;2,29;100,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;f5d8e557-477c-4612-b275-5cb9f0ee1c0b;Ðàçìåùåíèå êîðîáîâ íà õðàíåíèå â àâòîìàòèçèðîâàííîì õðàíèëèùå ÖÀÐÑ;RA 0009 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;1028,571429;-;9;-;0,88;0,0;12.03.2026;f5d8e557-477c-4612-b275-5cb9f0ee1c0b
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;3b2f7110-4f06-49c0-b8e4-ead165653a56;Àíàëèç è êîíòðîëü ïðîèçâîäñòâåííûõ ïîêàçàòåëåé ñåðâèñà èíñòðóìåíòàìè Êàäðèëü,Äàøáîðä,êîíòðîëüíûå ïàíåëè;NO 008 001 00 00;Ðó÷íûå;Íåïð.;495;-;30;8:15:00;6,06;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;3b2f7110-4f06-49c0-b8e4-ead165653a56;Âûïîëíåíèå ïîðó÷åíèé ÖÀÑ/ðóêîâîäñòâà ÑÖÀ.Êîíòðîëü èñïîëíåíèÿ  ïîðó÷åíèé;NO 038 001 00 00;Ðó÷íûå;Íåïð.;495;-;34;-;6,87;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;3b2f7110-4f06-49c0-b8e4-ead165653a56;Çàïîëíåíèå/îáíîâëåíèå Áàçû çíàíèé(äëÿ ÑÖÀ ã.Í.Íîâãîðîä);NO 025 003 00 00;Ðó÷íûå;ÑÏÀÑ;495;-;223;-;45,05;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;3b2f7110-4f06-49c0-b8e4-ead165653a56;Èçó÷åíèå íîðìàòèâíîé áàçû,îáó÷åíèå è êîíòðîëü çíàíèé ñîòðóäíèêîâ.;NO 003 005 00 00;Ðó÷íûå;Íåïð.;495;-;60;-;12,12;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;3b2f7110-4f06-49c0-b8e4-ead165653a56;Êîììóíèêàöèè è âçàèìîäåéñòâèå;NO 041 001 00 00;Ðó÷íûå;Íåïð.;495;-;60;-;12,12;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;3b2f7110-4f06-49c0-b8e4-ead165653a56;Îðãàíèçàöèÿ è ïîäãîòîâêà îáçîðíûõ,àíàëèòè÷åñêèõ è îáó÷àþùèõ ìàòåðèàëîâ;NO 032 001 00 00;Ðó÷íûå;Íåïð.;495;-;60;-;12,12;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;3b2f7110-4f06-49c0-b8e4-ead165653a56;Ðàáîòà â ÑÝÎÄÎ;NO 003 002 00 00;Ðó÷íûå;Íåïð.;495;-;10;-;2,02;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;3b2f7110-4f06-49c0-b8e4-ead165653a56;Ðàáîòà â MS OUTLOOK;NO 003 004 00 00;Ðó÷íûå;Íåïð.;495;-;18;-;3,64;100,0;12.03.2026;3b2f7110-4f06-49c0-b8e4-ead165653a56
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;ff537e38-349e-42d8-946e-d6fa886c69b2;Àíàëèç è ïðèíÿòèå â ðàáîòó îáðàùåíèÿ;NO 026 013 00 00;Ðó÷íûå;ÑÏÀÑ;883,4355828;-;14;-;1,58;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;ff537e38-349e-42d8-946e-d6fa886c69b2;Çàêðûòèå îáðàùåíèÿ êëèåíòà;ZO 000 000 00 01;Àâòîìàòè÷åñêèå;Êîíñ-å;381,1187423;-;67;-;17,58;0,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;ff537e38-349e-42d8-946e-d6fa886c69b2;Çàïðîñ äîïîëíèòåëüíîé èíôîðìàöèè ó êëèåíòà;NO 026 014 00 00;Ðó÷íûå;ÑÏÀÑ;840,4587504;-;9;-;1,07;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;ff537e38-349e-42d8-946e-d6fa886c69b2;Çàïðîñ äîïîëíèòåëüíîé èíôîðìàöèè ó êëèåíòà ïî òåëåôîíó;NO 026 010 00 00;Ðó÷íûå;ÑÏÀÑ;815,8640227;-;2;-;0,25;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;ff537e38-349e-42d8-946e-d6fa886c69b2;Èñïîëíåíèå çàïðîñà 1-îé ëèíèåé ïîääåðæêè;KS 020 000 00 00;Àâòîìàòè÷åñêèå;ÑÏÀÑ;99,47052668;-;9;-;9,05;0,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
ÎÑÖ Íèæíèé Íîâãîðîä;Íèæíèé Íîâãîðîä;ff537e38-349e-42d8-946e-d6fa886c69b2;Èñïîëíåíèå çàïðîñà 1-îé ëèíèåé ïîääåðæêè ïðè òåëåôîííîé êîíñóëüòàöèè;NO 026 011 00 00;Ðó÷íûå;ÑÏÀÑ;161,4051212;-;60;-;37,17;100,0;12.03.2026;ff537e38-349e-42d8-946e-d6fa886c69b2
